date,sp500,nikkei225,hangseng
2007-01-05,1409.71,17091.58,20211.3
2007-01-08,1412.84,,20029.7
2007-01-09,1412.11,17237.76,19898.1
2007-01-10,1414.85,16942.4,19568.3
2007-01-11,1423.82,16838.16,19385.4
2007-01-12,1430.73,17057.0,19613.4
2007-01-16,1431.9,17202.46,20027.9
2007-01-17,1430.62,17261.34,20064.6
2007-01-18,1426.37,17370.92,20277.5
2007-01-19,1430.5,17310.43,20327.7
2007-01-22,1422.95,17424.17,20772.2
2007-01-23,1427.99,17408.57,20769.7
2007-01-24,1440.13,17507.4,20821.1
2007-01-25,1423.9,17458.3,20669.8
2007-01-26,1422.18,17421.92,20281.1
2007-01-29,1420.62,17470.46,20236.7
2007-01-30,1428.82,17490.18,20460.5
2007-01-31,1438.24,17383.41,20106.4
2007-02-01,1445.94,17519.5,20430.2
2007-02-02,1448.39,17547.1,20563.7
2007-02-05,1446.99,17344.8,20455.6
2007-02-06,1448.0,17406.85,20655.2
2007-02-07,1450.02,17292.32,20679.7
2007-02-08,1448.31,17292.48,20735.1
2007-02-09,1438.06,17504.33,20677.7
2007-02-12,1433.37,,20593.4
2007-02-13,1444.26,17621.44,20132.2
2007-02-14,1455.3,17752.64,20209.9
2007-02-15,1456.81,17897.23,20538.4
2007-02-16,1455.54,17875.65,20567.9
2007-02-20,1459.68,17939.11,
2007-02-21,1457.63,17913.21,20651.4
2007-02-22,1456.38,18108.78,20809.2
2007-02-23,1451.19,18188.41,20711.7
2007-02-26,1449.37,18215.34,20507.9
2007-02-27,1399.04,18119.91,20147.9
2007-02-28,1406.82,17604.11,19651.5
2007-03-01,1403.17,17453.5,19346.6
2007-03-02,1387.17,17217.92,19442.0
2007-03-05,1374.12,16642.25,18664.9
2007-03-06,1395.41,16844.5,19058.6
2007-03-07,1391.97,16764.61,18918.6
2007-03-08,1401.89,17090.31,19175.2
2007-03-09,1402.84,17164.03,19134.9
2007-03-12,1406.6,17292.39,19442.4
2007-03-13,1377.95,17178.83,19333.1
2007-03-14,1387.17,16676.89,18836.9
2007-03-15,1392.28,16860.39,18969.4
2007-03-16,1386.95,16744.15,18953.5
2007-03-19,1402.06,17009.55,19266.7
2007-03-20,1410.94,17163.19,19356.9
2007-03-21,1435.04,,19516.4
2007-03-22,1434.54,17419.19,19690.2
2007-03-23,1436.11,17480.6,19692.6
2007-03-26,1437.5,17521.96,19765.8
2007-03-27,1428.61,17365.05,19706.8
2007-03-28,1417.23,17254.73,19553.9
2007-03-29,1422.53,17263.93,19821.8
2007-03-30,1420.86,17287.65,19800.9
2007-04-02,1424.55,17028.41,19809.7
2007-04-03,1437.77,17244.05,20002.7
2007-04-04,1439.37,17544.08,20209.7
2007-04-05,1443.76,17491.41,
2007-04-09,1444.61,17743.75,
2007-04-10,1448.39,17664.68,20347.9
2007-04-11,1438.87,17670.07,20449.4
2007-04-12,1447.8,17540.41,20380.2
2007-04-13,1452.85,17363.94,20341.0
2007-04-16,1468.33,17628.3,20757.5
2007-04-17,1471.48,17527.44,20788.6
2007-04-18,1472.5,17667.33,20777.1
2007-04-19,1470.73,17371.97,20299.7
2007-04-20,1484.35,17452.61,20566.6
2007-04-23,1480.93,17455.36,20556.6
2007-04-24,1480.41,17451.76,20572.8
2007-04-25,1495.42,17236.16,20536.8
2007-04-26,1494.25,17429.16,20667.3
2007-04-27,1494.07,17400.41,20526.5
2007-04-30,1482.37,,20319.0
2007-05-01,1486.3,17274.98,
2007-05-02,1495.92,17394.91,20388.5
2007-05-03,1502.39,,20681.6
2007-05-04,1505.62,,20841.1
2007-05-07,1509.48,17669.83,20896.6
2007-05-08,1507.72,17656.83,20706.3
2007-05-09,1512.58,17748.11,20844.8
2007-05-10,1491.47,17736.96,20746.3
2007-05-11,1505.85,17553.72,20468.2
2007-05-14,1503.15,17677.93,20979.2
2007-05-15,1501.19,17512.98,20868.2
2007-05-16,1514.14,17529.0,20937.2
2007-05-17,1512.75,17498.59,20994.6
2007-05-18,1522.75,17399.58,20904.8
2007-05-21,1525.1,17556.86,20927.8
2007-05-22,1524.12,17680.05,20843.9
2007-05-23,1522.28,17705.11,20799.0
2007-05-24,1507.51,17696.97,
2007-05-25,1515.73,17481.21,20520.7
2007-05-29,1518.11,17672.56,20469.6
2007-05-30,1530.23,17588.25,20293.8
2007-05-31,1530.62,17875.75,20634.5
2007-06-01,1536.34,17958.88,20602.9
2007-06-04,1539.18,17973.41,20729.6
2007-06-05,1530.95,18053.81,20842.2
2007-06-06,1517.38,18040.92,20818.6
2007-06-07,1490.72,18053.38,20800.2
2007-06-08,1507.67,17779.08,20509.2
2007-06-11,1509.12,17834.48,20615.5
2007-06-12,1493.0,17760.91,20636.4
2007-06-13,1515.67,17732.76,20578.8
2007-06-14,1522.97,17842.28,20867.2
2007-06-15,1532.91,17971.49,21017.1
2007-06-18,1531.05,18149.51,21582.9
2007-06-19,1533.7,18163.6,
2007-06-20,1512.84,18211.67,21684.7
2007-06-21,1522.19,18240.3,21954.7
2007-06-22,1502.56,18188.63,21999.9
2007-06-25,1497.74,18087.48,21822.3
2007-06-26,1492.89,18066.1,21803.6
2007-06-27,1506.34,17849.27,21705.6
2007-06-28,1505.71,17932.26,21938.2
2007-06-29,1503.35,18138.35,21772.7
2007-07-02,1519.43,18146.3,
2007-07-03,1524.87,18149.9,22151.1
2007-07-05,1525.4,18221.48,22253.0
2007-07-06,1530.44,18140.93,22531.7
2007-07-09,1531.85,18261.98,22817.4
2007-07-10,1510.12,18252.66,22885.8
2007-07-11,1518.76,18049.5,22607.0
2007-07-12,1547.7,17984.14,22809.0
2007-07-13,1552.5,18238.94,23099.3
2007-07-16,1549.52,,22953.9
2007-07-17,1549.37,18217.26,23057.3
2007-07-18,1546.17,18015.58,22841.9
2007-07-19,1553.08,18116.57,23016.2
2007-07-20,1534.1,18157.92,23291.9
2007-07-23,1541.57,17963.64,23365.6
2007-07-24,1511.04,18002.02,23472.9
2007-07-25,1518.09,17858.41,23362.2
2007-07-26,1482.66,17702.08,23211.7
2007-07-27,1458.95,17283.81,22570.4
2007-07-30,1473.91,17289.3,22739.9
2007-07-31,1455.27,17248.89,23184.9
2007-08-01,1465.81,16870.98,22455.3
2007-08-02,1472.2,16984.1,22443.2
2007-08-03,1433.06,16979.85,22538.4
2007-08-06,1467.67,16914.46,21936.7
2007-08-07,1476.71,16921.76,21908.0
2007-08-08,1497.49,17029.27,22536.7
2007-08-09,1453.09,17170.59,22439.3
2007-08-10,1453.64,16764.08,21792.7
2007-08-13,1452.92,16800.05,21891.1
2007-08-14,1426.54,16844.6,22007.3
2007-08-15,1406.7,16475.6,21375.7
2007-08-16,1411.27,16148.49,20672.4
2007-08-17,1445.94,15273.67,20387.1
2007-08-20,1445.55,15732.48,21595.6
2007-08-21,1447.12,15901.33,21729.3
2007-08-22,1464.07,15900.63,22346.9
2007-08-23,1462.5,16316.32,22967.0
2007-08-24,1479.37,16248.96,22921.9
2007-08-27,1466.79,16301.38,23577.7
2007-08-28,1432.36,16287.49,23363.8
2007-08-29,1463.76,16012.83,23020.6
2007-08-30,1457.64,16153.82,23484.5
2007-08-31,1473.99,16569.08,23984.1
2007-09-04,1489.42,16420.47,23886.1
2007-09-05,1472.29,16158.45,24069.2
2007-09-06,1478.55,16257.0,24050.4
2007-09-07,1453.55,16122.16,23982.6
2007-09-10,1451.7,15764.96,23999.7
2007-09-11,1471.49,15877.66,23952.2
2007-09-12,1471.56,15797.59,24310.1
2007-09-13,1483.95,15821.19,24537.0
2007-09-14,1484.25,16127.41,24898.1
2007-09-17,1476.65,,24599.3
2007-09-18,1519.78,15801.79,24576.8
2007-09-19,1529.03,16381.54,25554.6
2007-09-20,1518.75,16413.78,25701.1
2007-09-21,1525.75,16312.61,25843.8
2007-09-24,1517.73,,26495.2
2007-09-25,1517.21,16401.73,26382.1
2007-09-26,1525.42,16435.74,
2007-09-27,1531.38,16832.22,27065.2
2007-09-28,1526.75,16785.68,27142.5
2007-10-01,1547.04,16845.96,
2007-10-02,1546.63,17046.77,28199.8
2007-10-03,1539.59,17199.89,27479.9
2007-10-04,1542.84,17092.49,26974.0
2007-10-05,1557.59,17065.03,27831.5
2007-10-08,1552.58,,27770.3
2007-10-09,1565.15,17159.9,28228.0
2007-10-10,1562.47,17177.89,28569.3
2007-10-11,1554.41,17458.98,29133.0
2007-10-12,1561.8,17331.16,28838.4
2007-10-15,1548.71,17358.15,29540.8
2007-10-16,1538.53,17137.91,28954.6
2007-10-17,1541.24,16955.31,29298.7
2007-10-18,1540.08,17106.08,29465.1
2007-10-19,1500.63,16814.36,
2007-10-22,1506.33,16438.47,28373.6
2007-10-23,1519.59,16450.58,29376.8
2007-10-24,1515.88,16358.38,29333.5
2007-10-25,1514.4,16284.16,29854.5
2007-10-26,1535.28,16505.63,30405.2
2007-10-29,1540.98,16698.08,31586.9
2007-10-30,1531.02,16651.0,31638.2
2007-10-31,1549.38,16737.63,31352.6
2007-11-01,1508.44,16870.4,31492.9
2007-11-02,1509.65,16517.48,30468.3
2007-11-05,1502.17,16268.91,28942.3
2007-11-06,1520.27,16249.62,29438.1
2007-11-07,1475.62,16096.67,29708.9
2007-11-08,1474.77,15771.57,28760.2
2007-11-09,1453.7,15583.41,28783.4
2007-11-12,1439.18,15197.08,27665.7
2007-11-13,1481.05,15126.62,27803.3
2007-11-14,1470.58,15499.55,29166.0
2007-11-15,1451.15,15396.29,28751.2
2007-11-16,1458.74,15154.61,27614.4
2007-11-19,1433.27,15042.55,27460.2
2007-11-20,1439.7,15211.51,27771.2
2007-11-21,1416.77,14837.66,26618.2
2007-11-23,1440.7,,26541.1
2007-11-26,1407.22,15135.21,27626.6
2007-11-27,1428.23,15222.84,27210.2
2007-11-28,1469.02,15153.78,27371.2
2007-11-29,1469.72,15513.74,28482.5
2007-11-30,1481.14,15680.66,28643.6
2007-12-03,1472.42,15628.96,28658.4
2007-12-04,1462.79,15480.19,28879.6
2007-12-05,1485.01,15608.87,29345.4
2007-12-06,1507.34,15874.08,29558.9
2007-12-07,1504.66,15956.37,28842.5
2007-12-10,1515.96,15924.38,28501.1
2007-12-11,1477.65,16044.71,29226.8
2007-12-12,1486.59,15932.25,28521.1
2007-12-13,1488.41,15536.51,27744.4
2007-12-14,1467.95,15514.5,27563.6
2007-12-17,1445.9,15249.79,26596.6
2007-12-18,1454.98,15207.86,26732.9
2007-12-19,1453.0,15030.5,27029.2
2007-12-20,1460.12,15031.59,27017.1
2007-12-21,1484.46,15257.0,27626.9
2007-12-24,1496.45,,28128.8
2007-12-26,1497.66,15653.54,
2007-12-27,1476.27,15564.69,27842.9
2007-12-28,1478.49,15307.78,27370.6
2007-12-31,1468.36,,27812.7
2008-01-02,1447.16,,27560.5
2008-01-03,1447.16,,26887.3
2008-01-04,1411.63,14691.41,27519.7
2008-01-07,1416.18,14500.54,27179.5
2008-01-08,1390.19,14528.66,27112.9
2008-01-09,1409.13,14599.16,27615.8
2008-01-10,1420.33,14388.11,27230.8
2008-01-11,1401.02,14110.79,26867.0
2008-01-14,1416.25,,26468.1
2008-01-15,1380.95,13972.62,25837.8
2008-01-16,1373.2,13504.5,24450.8
2008-01-17,1333.25,13783.45,25115.0
2008-01-18,1325.19,13861.29,25201.9
2008-01-22,1310.5,12573.04,21757.6
2008-01-23,1338.6,12829.05,24090.2
2008-01-24,1352.07,13092.78,23539.3
2008-01-25,1330.61,13629.16,25122.4
2008-01-28,1353.96,13087.91,24053.6
2008-01-29,1362.3,13478.86,24291.8
2008-01-30,1355.81,13345.03,23653.7
2008-01-31,1378.55,13592.46,23455.7
2008-02-01,1395.42,13497.16,24123.6
2008-02-04,1380.82,13859.7,25032.1
2008-02-05,1336.64,13745.5,24808.7
2008-02-06,1326.45,13099.24,23469.5
2008-02-07,1336.91,13207.15,
2008-02-08,1331.29,13017.24,
2008-02-11,1339.13,,22616.1
2008-02-12,1348.86,13021.96,22921.7
2008-02-13,1367.21,13068.29,23169.6
2008-02-14,1348.86,13626.45,24021.7
2008-02-15,1349.99,13622.55,24148.4
2008-02-19,1348.78,13757.91,24123.2
2008-02-20,1360.03,13310.37,23590.6
2008-02-21,1342.53,13688.28,23623.0
2008-02-22,1353.11,13500.46,23305.0
2008-02-25,1371.8,13914.57,23269.1
2008-02-26,1381.29,13824.71,23714.8
2008-02-27,1380.02,14031.29,24483.8
2008-02-28,1367.68,13925.5,24591.7
2008-02-29,1330.63,13603.01,24331.7
2008-03-03,1331.34,12992.17,23585.0
2008-03-04,1326.75,12992.28,23119.9
2008-03-05,1333.7,12972.05,23114.3
2008-03-06,1304.34,13215.41,23342.7
2008-03-07,1293.37,12782.79,22501.3
2008-03-10,1273.37,12532.12,22705.1
2008-03-11,1320.65,12658.28,22995.3
2008-03-12,1308.77,12861.12,23422.8
2008-03-13,1315.48,12433.44,22301.6
2008-03-14,1288.14,12241.59,22237.1
2008-03-17,1276.6,11787.5,21084.6
2008-03-18,1330.74,11964.16,21384.6
2008-03-19,1298.42,12260.44,21866.9
2008-03-20,1329.51,,21108.2
2008-03-24,1349.88,12480.08,
2008-03-25,1352.99,12745.21,22464.5
2008-03-26,1341.13,12706.62,22617.0
2008-03-27,1325.76,12604.58,22664.2
2008-03-28,1315.22,12820.46,23285.9
2008-03-31,1322.7,12525.54,22849.2
2008-04-01,1370.18,12656.41,23137.5
2008-04-02,1367.53,13189.36,23872.4
2008-04-03,1369.31,13389.9,24264.6
2008-04-04,1370.4,13293.21,
2008-04-07,1372.54,13450.23,24578.8
2008-04-08,1365.54,13250.42,24311.7
2008-04-09,1354.49,13111.88,23984.6
2008-04-10,1360.55,12945.29,24187.1
2008-04-11,1332.83,13323.73,24667.8
2008-04-14,1328.32,12917.5,23811.2
2008-04-15,1334.43,12990.58,23901.3
2008-04-16,1364.71,13146.12,23878.3
2008-04-17,1365.56,13398.29,24259.0
2008-04-18,1390.33,13476.45,24197.8
2008-04-21,1388.17,13696.54,24721.7
2008-04-22,1375.94,13547.82,24939.2
2008-04-23,1379.93,13579.16,25289.2
2008-04-24,1388.82,13540.87,25680.8
2008-04-25,1397.84,13863.46,25516.8
2008-04-28,1396.37,13894.37,25666.3
2008-04-29,1390.94,,25914.2
2008-04-30,1385.59,13849.99,25755.3
2008-05-01,1409.34,13766.86,
2008-05-02,1413.9,14049.25,26241.0
2008-05-05,1407.49,,26183.9
2008-05-06,1418.26,,26262.1
2008-05-07,1392.57,14102.48,25610.2
2008-05-08,1397.68,13943.25,25449.8
2008-05-09,1388.28,13655.33,25063.2
2008-05-12,1403.58,13743.36,
2008-05-13,1403.04,13953.73,25552.8
2008-05-14,1408.66,14118.54,25533.5
2008-05-15,1423.57,14251.74,25513.7
2008-05-16,1425.35,14219.48,25618.8
2008-05-19,1426.63,14269.61,25742.2
2008-05-20,1413.4,14160.08,25169.5
2008-05-21,1390.71,13926.29,25460.3
2008-05-22,1394.35,13978.46,25043.1
2008-05-23,1375.93,14012.2,24714.1
2008-05-27,1385.35,13893.3,24282.0
2008-05-28,1390.84,13709.44,24249.5
2008-05-29,1398.26,14124.46,24384.0
2008-05-30,1400.38,14338.54,24533.1
2008-06-02,1385.67,14440.13,24831.3
2008-06-03,1377.65,14209.16,24375.8
2008-06-04,1377.2,14435.57,24123.2
2008-06-05,1404.05,14341.12,24255.3
2008-06-06,1360.68,14489.44,24402.2
2008-06-09,1361.76,14181.37,
2008-06-10,1358.44,14021.16,23375.5
2008-06-11,1335.49,14183.48,23327.6
2008-06-12,1339.87,13888.59,23023.8
2008-06-13,1360.03,13973.73,22592.3
2008-06-16,1360.14,14354.37,23029.7
2008-06-17,1350.93,14348.37,23058.0
2008-06-18,1337.81,14452.82,23325.8
2008-06-19,1342.83,14130.16,22797.6
2008-06-20,1317.93,13942.08,22745.6
2008-06-23,1318.0,13857.46,22715.0
2008-06-24,1314.29,13849.55,22456.0
2008-06-25,1321.97,13829.91,22635.2
2008-06-26,1283.15,13822.32,22455.7
2008-06-27,1278.38,13544.36,22042.3
2008-06-30,1280.0,13481.37,22102.0
2008-07-01,1284.91,13463.2,
2008-07-02,1261.52,13286.37,21704.4
2008-07-03,1262.9,13265.4,21242.8
2008-07-07,1252.31,13360.04,21913.1
2008-07-08,1273.7,13033.09,21220.8
2008-07-09,1244.69,13052.12,21805.8
2008-07-10,1253.39,13067.21,21821.8
2008-07-11,1239.49,13039.69,22184.6
2008-07-14,1228.3,13010.16,22014.5
2008-07-15,1214.91,12754.55,21174.8
2008-07-16,1245.36,12760.79,21223.5
2008-07-17,1260.32,12887.95,21734.7
2008-07-18,1260.68,12803.7,21874.2
2008-07-21,1260.0,,22532.9
2008-07-22,1277.0,13184.96,22527.5
2008-07-23,1282.19,13312.92,23134.6
2008-07-24,1252.54,13603.3,23087.7
2008-07-25,1257.76,13334.75,22740.7
2008-07-28,1234.37,13353.78,22687.2
2008-07-29,1263.2,13159.45,22258.0
2008-07-30,1284.26,13367.79,22690.6
2008-07-31,1267.38,13376.8,22731.1
2008-08-01,1260.31,13094.58,22862.6
2008-08-04,1249.01,12933.17,22514.9
2008-08-05,1284.88,12914.66,21949.8
2008-08-06,1289.19,13254.88,
2008-08-07,1266.07,13124.99,22104.2
2008-08-08,1296.32,13168.41,21885.2
2008-08-11,1305.32,13430.91,21859.3
2008-08-12,1289.59,13303.59,21640.9
2008-08-13,1285.83,13023.04,21293.3
2008-08-14,1292.93,12956.79,21392.7
2008-08-15,1298.2,13019.41,21160.6
2008-08-18,1278.6,13165.45,20930.7
2008-08-19,1266.69,12865.04,20484.4
2008-08-20,1274.54,12851.69,20931.2
2008-08-21,1277.72,12752.21,20392.1
2008-08-22,1292.2,12666.04,
2008-08-25,1266.84,12878.66,21104.8
2008-08-26,1271.51,12778.71,21056.7
2008-08-27,1281.66,12752.96,21464.7
2008-08-28,1300.68,12768.25,20972.3
2008-08-29,1282.83,13072.87,21261.9
2008-09-02,1277.58,12609.46,21042.5
2008-09-03,1274.98,12689.58,20585.1
2008-09-04,1236.83,12557.66,20389.5
2008-09-05,1242.31,12212.23,19933.3
2008-09-08,1267.79,12624.46,20794.3
2008-09-09,1224.51,12400.65,20491.1
2008-09-10,1232.04,12346.62,19999.8
2008-09-11,1249.05,12102.5,19388.7
2008-09-12,1251.7,12214.76,19352.9
2008-09-15,1192.7,,
2008-09-16,1213.6,11609.72,18300.6
2008-09-17,1156.39,11749.79,17637.2
2008-09-18,1206.51,11489.3,17632.5
2008-09-19,1255.08,11920.86,19327.7
2008-09-22,1207.09,12090.59,19632.2
2008-09-23,1188.22,,18872.8
2008-09-24,1185.87,12115.03,18962.0
2008-09-25,1209.18,12006.53,18934.4
2008-09-26,1213.27,11893.16,18682.1
2008-09-29,1106.42,11743.61,17880.7
2008-09-30,1166.36,11259.86,18016.2
2008-10-01,1161.06,11368.26,
2008-10-02,1114.28,11154.76,18211.1
2008-10-03,1099.23,10938.14,17682.4
2008-10-06,1056.89,10473.09,16803.8
2008-10-07,996.23,10155.9,
2008-10-08,984.94,9203.32,15431.7
2008-10-09,909.92,9157.49,15943.2
2008-10-10,899.22,8276.43,14796.9
2008-10-13,1003.35,,16312.2
2008-10-14,998.01,9447.57,16832.9
2008-10-15,907.84,9547.47,15998.3
2008-10-16,946.43,8458.45,15230.5
2008-10-17,940.55,8693.82,14554.2
2008-10-20,985.4,9005.59,15323.0
2008-10-21,955.05,9306.25,15041.2
2008-10-22,896.78,8674.69,14266.6
2008-10-23,908.11,8460.98,13760.5
2008-10-24,876.77,7649.08,12618.4
2008-10-27,848.92,7162.9,11015.8
2008-10-28,940.51,7621.92,12596.3
2008-10-29,930.09,8211.9,12702.1
2008-10-30,954.09,9029.76,14329.8
2008-10-31,968.75,8576.98,13968.7
2008-11-03,966.3,,14344.4
2008-11-04,1005.75,9114.6,14384.3
2008-11-05,952.77,9521.24,14840.2
2008-11-06,904.88,8899.14,13790.0
2008-11-07,930.99,8583.0,14243.4
2008-11-10,919.21,9081.43,14744.6
2008-11-11,898.95,8809.3,14040.9
2008-11-12,852.3,8695.51,13939.1
2008-11-13,911.29,8238.64,13221.3
2008-11-14,873.29,8462.39,13542.7
2008-11-17,850.75,8522.58,13529.5
2008-11-18,859.12,8328.41,12915.9
2008-11-19,806.58,8273.22,12815.8
2008-11-20,752.44,7703.04,12298.6
2008-11-21,800.03,7910.79,12659.2
2008-11-24,851.81,,12457.9
2008-11-25,857.39,8323.93,12878.6
2008-11-26,887.68,8213.22,13369.5
2008-11-28,896.24,8512.27,13888.2
2008-12-01,816.21,8397.22,14108.8
2008-12-02,848.81,7863.69,13405.8
2008-12-03,870.74,8004.1,13588.7
2008-12-04,845.22,7924.24,13509.8
2008-12-05,876.07,7917.51,13846.1
2008-12-08,909.7,8329.05,15044.9
2008-12-09,888.67,8395.87,14753.2
2008-12-10,899.24,8660.24,15577.7
2008-12-11,873.59,8720.55,15613.9
2008-12-12,879.73,8235.87,14758.4
2008-12-15,868.57,8664.66,15047.0
2008-12-16,913.18,8568.02,15130.2
2008-12-17,904.42,8612.52,15460.5
2008-12-18,885.28,8667.23,15497.8
2008-12-19,887.88,8588.52,15127.5
2008-12-22,871.63,8723.78,14622.4
2008-12-23,863.16,,14220.8
2008-12-24,868.15,8517.1,14184.1
2008-12-26,872.8,8739.52,
2008-12-29,869.42,8747.17,14328.5
2008-12-30,890.64,8859.56,14235.5
2008-12-31,903.25,,14387.5
2009-01-02,931.8,,15042.8
2009-01-05,927.45,9043.12,15563.3
2009-01-06,934.7,9080.84,15509.5
2009-01-07,906.65,9239.24,14987.5
2009-01-08,909.73,8876.42,14415.9
2009-01-09,890.35,8836.8,14377.4
2009-01-12,870.26,,13971.0
2009-01-13,871.79,8413.91,13668.0
2009-01-14,842.62,8438.45,13704.6
2009-01-15,843.74,8023.31,13243.0
2009-01-16,850.12,8230.15,13255.5
2009-01-20,805.22,8065.79,12959.8
2009-01-21,840.24,7901.64,12583.6
2009-01-22,827.5,8051.74,12658.0
2009-01-23,831.95,7745.25,12578.6
2009-01-26,836.57,7682.14,
2009-01-27,845.71,8061.07,
2009-01-28,874.09,8106.29,
2009-01-29,845.14,8251.24,13154.4
2009-01-30,825.88,7994.05,13278.2
2009-02-02,825.44,7873.98,12861.5
2009-02-03,838.51,7825.51,12776.9
2009-02-04,832.23,8038.94,13063.9
2009-02-05,845.85,7949.65,13178.9
2009-02-06,868.6,8076.62,13655.0
2009-02-09,869.89,7969.03,13769.1
2009-02-10,827.16,7945.94,13880.6
2009-02-11,833.74,,13539.2
2009-02-12,835.19,7705.36,13228.3
2009-02-13,826.84,7779.4,13554.7
2009-02-17,789.17,7645.51,12945.4
2009-02-18,788.42,7534.44,13016.0
2009-02-19,778.94,7557.65,13023.4
2009-02-20,770.05,7416.38,12699.2
2009-02-23,743.33,7376.16,13175.1
2009-02-24,773.14,7268.56,12798.5
2009-02-25,764.9,7461.22,13005.1
2009-02-26,752.83,7457.93,12894.9
2009-02-27,735.09,7568.42,12811.6
2009-03-02,700.82,7280.15,12317.5
2009-03-03,696.33,7229.72,12033.9
2009-03-04,712.87,7290.96,12331.2
2009-03-05,682.55,7433.49,12211.2
2009-03-06,683.38,7173.1,11921.5
2009-03-09,676.53,7086.03,11344.6
2009-03-10,719.6,7054.98,11694.0
2009-03-11,721.36,7376.12,11930.7
2009-03-12,750.74,7198.25,12001.5
2009-03-13,756.55,7569.28,12525.8
2009-03-16,753.89,7704.15,12976.7
2009-03-17,778.12,7949.13,12878.1
2009-03-18,794.35,7972.17,13117.2
2009-03-19,784.04,7945.96,13130.9
2009-03-20,768.54,,12833.5
2009-03-23,822.92,8215.53,13447.4
2009-03-24,806.12,8488.3,13910.3
2009-03-25,813.88,8479.99,13622.1
2009-03-26,832.86,8636.33,14109.0
2009-03-27,815.94,8626.97,14119.5
2009-03-30,787.53,8236.08,13456.3
2009-03-31,797.87,8109.53,13576.0
2009-04-01,811.08,8351.91,13519.5
2009-04-02,834.38,8719.78,14522.0
2009-04-03,842.5,8749.84,14545.7
2009-04-06,835.48,8857.93,14998.0
2009-04-07,815.55,8832.85,14929.0
2009-04-08,825.16,8595.01,14474.9
2009-04-09,856.56,8916.06,14901.4
2009-04-13,858.73,8924.43,
2009-04-14,841.5,8842.68,15580.2
2009-04-15,852.06,8742.96,15669.6
2009-04-16,865.3,8755.26,15583.0
2009-04-17,869.6,8907.58,15601.3
2009-04-20,832.39,8924.75,15750.9
2009-04-21,850.08,8711.33,15285.9
2009-04-22,843.55,8727.3,14878.5
2009-04-23,851.92,8847.01,15214.5
2009-04-24,866.23,8707.99,15258.8
2009-04-27,857.51,8726.34,14840.4
2009-04-28,855.16,8493.77,14555.1
2009-04-29,873.64,,14957.0
2009-04-30,872.81,8828.26,15521.0
2009-05-01,877.52,8977.37,
2009-05-04,907.24,,16381.0
2009-05-05,903.8,,16430.1
2009-05-06,919.53,,16834.6
2009-05-07,907.39,9385.7,17217.9
2009-05-08,929.23,9432.83,17389.9
2009-05-11,909.24,9451.98,17087.9
2009-05-12,908.35,9298.61,17153.6
2009-05-13,883.92,9340.49,17059.6
2009-05-14,893.07,9093.73,16541.7
2009-05-15,882.88,9265.02,16790.7
2009-05-18,909.71,9038.69,17022.9
2009-05-19,908.13,9290.29,17544.0
2009-05-20,903.47,9344.64,17475.8
2009-05-21,888.33,9264.15,17199.5
2009-05-22,887.0,9225.81,17062.5
2009-05-26,910.33,9310.81,16991.6
2009-05-27,893.06,9438.77,17885.3
2009-05-28,906.83,9451.39,
2009-05-29,919.14,9522.5,18171.0
2009-06-01,942.87,9677.75,18888.6
2009-06-02,944.74,9704.31,18389.1
2009-06-03,931.76,9741.67,18576.5
2009-06-04,942.46,9668.96,18502.8
2009-06-05,940.09,9768.01,18679.5
2009-06-08,939.14,9865.63,18253.4
2009-06-09,942.43,9786.82,18058.5
2009-06-10,939.15,9991.49,18785.7
2009-06-11,944.89,9981.33,18791.0
2009-06-12,946.21,10135.82,18889.7
2009-06-15,923.72,10039.67,18499.0
2009-06-16,911.97,9752.88,18165.5
2009-06-17,910.71,9840.85,18084.6
2009-06-18,918.37,9703.72,17776.7
2009-06-19,921.23,9786.26,17920.9
2009-06-22,893.04,9826.27,18059.6
2009-06-23,895.1,9549.61,17538.4
2009-06-24,900.94,9590.32,17892.2
2009-06-25,920.26,9796.08,18275.0
2009-06-26,918.9,9877.39,18600.3
2009-06-29,927.23,9783.47,18528.5
2009-06-30,919.32,9958.44,18378.7
2009-07-01,923.33,9939.93,
2009-07-02,896.42,9876.15,18178.1
2009-07-06,898.72,9680.87,17979.4
2009-07-07,881.03,9647.79,17862.3
2009-07-08,879.56,9420.75,17721.1
2009-07-09,882.68,9291.06,17790.6
2009-07-10,879.13,9287.28,17708.4
2009-07-13,901.05,9050.33,17254.6
2009-07-14,905.84,9261.81,17885.7
2009-07-15,932.68,9269.25,18258.7
2009-07-16,940.74,9344.16,18361.9
2009-07-17,940.38,9395.32,18805.7
2009-07-20,951.13,,19502.4
2009-07-21,954.58,9652.02,19501.7
2009-07-22,954.07,9723.16,19248.2
2009-07-23,976.29,9792.94,19817.7
2009-07-24,979.26,9944.55,19982.8
2009-07-27,982.18,10088.66,20251.6
2009-07-28,979.62,10087.26,20624.5
2009-07-29,975.15,10113.24,20135.5
2009-07-30,986.75,10165.21,20234.1
2009-07-31,987.48,10356.83,20573.3
2009-08-03,1002.63,10352.47,20807.3
2009-08-04,1005.65,10375.01,20796.4
2009-08-05,1002.72,10252.53,20494.8
2009-08-06,997.08,10388.09,20899.2
2009-08-07,1010.48,10412.09,20375.4
2009-08-10,1007.1,10524.26,20929.5
2009-08-11,994.35,10585.46,21074.2
2009-08-12,1005.81,10435.0,20435.2
2009-08-13,1012.73,10517.19,20861.3
